"","Indiv","Sire","Dam","Sex","Breed","Born","I","Offspring"
"2752","animal2824","animal1752","animal2644","female","Holstein",1971,6.5,TRUE
"2753","animal2825","animal2645","animal2051","female","Rbt",1971,4,TRUE
"2754","animal2826","animal2633","animal2085","male","Holstein",1972,5,TRUE
"2755","animal2827","animal2243","animal2648","female","Holstein",1972,6.5,TRUE
"2756","animal2828","animal1730","animal2650","female","Holstein",1973,8,TRUE
"2757","animal2829","animal2639","animal827","female","Holstein",1974,6.5,TRUE
"2758","animal2830","animal2304","animal2652","female","Rbt",1975,4,TRUE
"2759","animal2831","animal2647","animal2302","female","Holstein",1975,5,TRUE
"2760","animal2832","animal2653","animal2457","female","Holstein",1975,5.5,TRUE
"2761","animal2833","animal2031","animal2649","female","Holstein",1975,8.5,TRUE
"2762","animal2834","animal2256","animal2659","female","Holstein",1975,6,TRUE
"2763","animal2835","animal829","animal2666","female","Angler",1976,4.5,TRUE
"2764","animal2836","animal2512","animal2665","female","Holstein",1976,2,TRUE
"2765","animal2837","animal1827","animal2661","female","Holstein",1976,5.5,TRUE
"2766","animal2838","animal2664","animal1905","male","Angler",1976,2.5,TRUE
"2767","animal2839","animal2002","animal2657","male","Holstein",1977,10.5,TRUE
"2768","animal2840","animal1824","animal2651","male","Holstein",1977,7.5,TRUE
"2769","animal2841","animal1566","animal2673","female","Angler",1977,6.5,TRUE
"2770","animal2842","animal2160","animal2676","male","Angler",1978,3,TRUE
"2771","animal2843","animal2642","animal2535","female","Holstein",1978,6.5,TRUE
"2772","animal2844","animal2547","animal2674","female","Angler",1978,2.5,TRUE
"2773","animal2845","animal1610","animal2677","female","Angler",1978,5,TRUE
"2774","animal2846","animal2646","animal895","female","Holstein",1979,6,TRUE
"2775","animal2847","animal2481","animal2663","female","Holstein",1979,7,TRUE
"2776","animal2848","animal2243","animal2696","male","Holstein",1979,9.5,TRUE
"2777","animal2849","animal1610","animal2697","female","Angler",1979,5,TRUE
"2778","animal2850","animal2490","animal2672","male","Holstein",1979,5.5,TRUE
"2779","animal2851","animal2335","animal2706","female","Angler",1980,4.5,TRUE
"2780","animal2852","animal2700","animal2562","female","Holstein",1980,2,TRUE
"2781","animal2853","animal2309","animal2660","female","Angler",1980,7.5,TRUE
"2782","animal2854","animal2503","animal2662","male","Holstein",1980,7,TRUE
"2783","animal2855","animal1610","animal2670","male","Angler",1980,7.5,TRUE
"2784","animal2856","animal2658","animal2137","female","Rbt",1980,7,TRUE
"2785","animal2857","animal2490","animal2685","male","Rbt",1980,5.5,TRUE
"2786","animal2858","animal2658","animal2671","male","Rbt",1980,6,TRUE
"2787","animal2859","animal1610","animal2694","female","Angler",1980,6.5,TRUE
"2788","animal2860","animal1610","animal2667","female","Angler",1980,7.5,TRUE
"2789","animal2861","animal1948","animal2692","female","Angler",1981,3.5,TRUE
"2790","animal2862","animal2719","animal2712","female","Angler",1981,2,TRUE
"2791","animal2863","animal2335","animal2679","male","Angler",1981,6.5,TRUE
"2792","animal2864","animal2658","animal349","male","Angler",1981,19.5,TRUE
"2793","animal2865","animal1886","animal2708","female","Angler",1981,5.5,TRUE
"2794","animal2866","animal2655","animal2388","male","Holstein",1981,6,TRUE
"2795","animal2867","animal2310","animal2722","female","Holstein",1981,5.5,TRUE
"2796","animal2868","animal2503","animal2681","female","Holstein",1981,6.5,TRUE
"2797","animal2869","animal2488","animal2670","male","Angler",1981,8,TRUE
"2798","animal2870","animal2736","animal2574","female","Angler",1982,2.5,TRUE
"2799","animal2871","animal2351","animal2656","male","Holstein",1982,8.5,TRUE
"2800","animal2872","animal2654","animal2690","male","Rbt",1982,7,TRUE
"2801","animal2873","animal2646",NA,"female","Holstein",1982,13,TRUE
"2802","animal2874","animal2310","animal2678","male","Holstein",1982,8,TRUE
"2803","animal2875","animal872","animal2686","female","Angler",1982,7,TRUE
"2804","animal2876","animal2590","animal2715","female","Angler",1982,2,TRUE
"2805","animal2877","animal2736","animal2394","female","Angler",1982,3,TRUE
"2806","animal2878","animal2335","animal2731","female","Angler",1982,5.5,TRUE
"2807","animal2879","animal2490","animal2716","male","Holstein",1982,6.5,TRUE
"2808","animal2880","animal2736","animal2724","female","Angler",1982,2.5,TRUE
"2809","animal2881","animal2728","animal2399","female","Angler",1982,2,TRUE
"2810","animal2882","animal2488","animal2702","female","Angler",1982,7.5,TRUE
"2811","animal2883","animal2735","animal2733","female","Angler",1983,3,TRUE
"2812","animal2884","animal2488","animal2744","female","Angler",1983,7,TRUE
"2813","animal2885","animal2684","animal2703","male","Holstein",1983,6,TRUE
"2814","animal2886","animal2755","animal2195","male","Angler",1983,3,TRUE
"2815","animal2887","animal2707","animal2693","female","Holstein",1983,5.5,TRUE
"2816","animal2888","animal2351","animal2737","male","Holstein",1983,6,TRUE
"2817","animal2889","animal2738","animal2579","female","Angler",1983,3,TRUE
"2818","animal2890","animal2315","animal2752","female","Holstein",1983,6.5,TRUE
"2819","animal2891","animal2335","animal2751","female","Angler",1983,6,TRUE
"2820","animal2892","animal872","animal2695","male","Angler",1983,8,TRUE
"2821","animal2893","animal2177","animal2710","female","Angler",1984,6.5,TRUE
"2822","animal2894","animal2488","animal2711","female","Angler",1984,9,TRUE
"2823","animal2895","animal1965","animal2754","female","Angler",1984,3,TRUE
"2824","animal2896","animal1940","animal2758","female","Angler",1984,5,TRUE
"2825","animal2897","animal2738","animal2741","female","Angler",1984,4,TRUE
"2826","animal2898","animal2688","animal886","female","Rbt",1984,8,TRUE
"2827","animal2899","animal2511","animal2675","male","Holstein",1985,10.5,TRUE
"2828","animal2900","animal2503","animal2732","female","Holstein",1985,8.5,TRUE
"2829","animal2901","animal2560","animal2730","female","Holstein",1985,6,TRUE
"2830","animal2902","animal2766","animal2591","female","Rbt",1985,3.5,TRUE
"2831","animal2903","animal2684","animal884","female","Holstein",1985,9.5,TRUE
"2832","animal2904","animal2768","animal2602","male","Angler",1985,2,TRUE
"2833","animal2905","animal2357","animal2687","male","Angler",1985,9,TRUE
"2834","animal2906","animal2688","animal2771","female","Rbt",1985,5,TRUE
"2835","animal2907","animal2148","animal2734","female","Angler",1985,8,TRUE
"2836","animal2908","animal1940","animal2689","female","Angler",1985,8.5,TRUE
"2837","animal2909","animal1931","animal2698","male","Angler",1985,8.5,TRUE
"2838","animal2910","animal2721","animal2413","male","Rbt",1986,5,TRUE
"2839","animal2911","animal2717","animal2743","male","Holstein",1986,6,TRUE
"2840","animal2912","animal2736","animal2385","male","Angler",1986,7.5,TRUE
"2841","animal2913","animal2719","animal2585","female","Angler",1986,6.5,TRUE
"2842","animal2914","animal2736","animal2749","female","Angler",1986,5.5,TRUE
"2843","animal2915","animal2736","animal2209","male","Angler",1987,5,TRUE
"2844","animal2916","animal2783","animal2419","female","Angler",1987,2.5,TRUE
"2845","animal2917","animal2782",NA,"female","Angler",1987,2,TRUE
"2846","animal2918","animal2688","animal2739","female","Rbt",1987,8.5,TRUE
"2847","animal2919","animal2736","animal2777","female","Angler",1987,5.5,TRUE
"2848","animal2920","animal2736","animal1952","female","Angler",1987,7.5,TRUE
"2849","animal2921","animal2736","animal2574","female","Angler",1987,7.5,TRUE
"2850","animal2922","animal2583","animal2762","female","Angler",1988,7,TRUE
"2851","animal2923","animal2768",NA,"female","Angler",1988,5,TRUE
"2852","animal2924","animal1963","animal2709","female","Angler",1988,8,TRUE
"2853","animal2925","animal1935","animal2774","female","Angler",1988,9,TRUE
"2854","animal2926","animal2549","animal2691","male","Angler",1988,11.5,TRUE
"2855","animal2927","animal1962","animal2748","male","Angler",1988,7.5,TRUE
"2856","animal2928","animal2549","animal2699","male","Angler",1988,11,TRUE
"2857","animal2929","animal2412","animal2787","female","Angler",1990,5.5,TRUE
"2858","animal2930","animal1671","animal2772","female","Angler",1990,7,TRUE
"2859","animal2931","animal2759",NA,"female","Ayrshire",1990,8,TRUE
"2860","animal2932","animal1968","animal2704","male","Angler",1990,10.5,TRUE
"2861","animal2933","animal2781","animal2754","female","Angler",1990,7.5,TRUE
"2862","animal2934","animal2587","animal2763","female","Angler",1991,9.5,TRUE
"2863","animal2935","animal2604","animal2773","female","Angler",1991,7.5,TRUE
"2864","animal2936","animal2795",NA,"female","Angler",1993,3,TRUE
"2865","animal2937","animal1970","animal2796","female","Angler",1993,7,TRUE
"2866","animal2938","animal1674","animal2784","male","Ayrshire",1994,9.5,TRUE
"2867","animal2939","animal2793",NA,"female","Angler",1994,6,TRUE
"2868","animal2940","animal2793","animal2618","female","Angler",1995,5.5,TRUE
"2869","animal2941","animal2793","animal2622","female","Angler",1996,5.5,TRUE
"2870","animal2942","animal2788","animal2430","male","Ayrshire",1996,6.5,TRUE
"2871","animal2943","animal2217","animal2797","male","Angler",1997,8,TRUE
"2872","animal2944","animal2799","animal2625","male","Angler",1999,4.5,TRUE
"2873","animal2945","animal2804","animal2801","female","Angler",1999,2.5,TRUE
"2874","animal2946","animal1681","animal2809","male","Angler",2002,4.5,TRUE
"2875","animal2947","animal2800","animal2225","female","Ayrshire",2002,4.5,TRUE
"2876","animal2948","animal2433","animal2807","female","Angler",2002,5.5,TRUE
"2877","animal2949","animal2811","animal2631","male","Dt.Sbt.Niederungsrind",1965,3,TRUE
"2878","animal2950","animal2816","animal1820","male","Holstein",1969,2,TRUE
"2879","animal2951","animal2815","animal2046","female","Holstein",1969,2.5,TRUE
"2880","animal2952","animal2817","animal1232","female","Holstein",1970,2.5,TRUE
"2881","animal2953","animal2814","animal1513","female","Angler",1970,4.5,TRUE
"2882","animal2954","animal2814","animal667","male","Angler",1971,7,TRUE
"2883","animal2955","animal2823","animal2812","female","Holstein",1972,4.5,TRUE
"2884","animal2956","animal2821","animal1578","female","Angler",1973,5,TRUE
"2885","animal2957","animal2460","animal2824","female","Holstein",1973,4,TRUE
"2886","animal2958","animal2821","animal1830","male","Angler",1974,5.5,TRUE
"2887","animal2959","animal2814","animal1862","female","Angler",1974,6,TRUE
"2888","animal2960","animal2813","animal2476","female","Holstein",1975,6.5,TRUE
"2889","animal2961","animal2258","animal2818","female","Holstein",1975,8.5,TRUE
"2890","animal2962","animal2467","animal2822","male","Holstein",1975,6.5,TRUE
"2891","animal2963","animal2250","animal2819","male","Rbt",1975,9,TRUE
"2892","animal2964","animal2297","animal2827","female","Holstein",1976,5,TRUE
"2893","animal2965","animal2838","animal2548","female","Angler",1978,2,TRUE
"2894","animal2966","animal2130","animal2836","female","Holstein",1978,4,TRUE
"2895","animal2967","animal1610","animal2835","female","Angler",1978,5,TRUE
"2896","animal2968","animal2310","animal2830","female","Rbt",1978,4.5,TRUE
"2897","animal2969","animal2280","animal2834","female","Holstein",1979,7.5,TRUE
"2898","animal2970","animal2658","animal2825","female","Rbt",1979,7,TRUE
"2899","animal2971","animal2028","animal2831","female","Holstein",1979,10,TRUE
"2900","animal2972","animal2502","animal2833","female","Holstein",1979,5,TRUE
"2901","animal2973","animal2459","animal2837","female","Holstein",1980,8.5,TRUE
"2902","animal2974","animal2842","animal2359","female","Angler",1981,4.5,TRUE
"2903","animal2975","animal2511","animal2847","male","Holstein",1981,4.5,TRUE
"2904","animal2976","animal2529","animal2829","female","Holstein",1981,6.5,TRUE
"2905","animal2977","animal1918","animal2845","male","Angler",1982,6,TRUE
"2906","animal2978","animal2575","animal2844","female","Angler",1982,3.5,TRUE
"2907","animal2979","animal2310","animal2846","male","Rbt",1982,6.5,TRUE
"2908","animal2980","animal2351","animal2828","female","Holstein",1982,8.5,TRUE
"2909","animal2981","animal2655","animal2843","male","Holstein",1982,6.5,TRUE
"2910","animal2982","animal2735","animal2853","female","Angler",1983,3,TRUE
"2911","animal2983","animal2310","animal2832","male","Holstein",1983,9.5,TRUE
"2912","animal2984","animal2863","animal2593","female","Angler",1983,2,TRUE
"2913","animal2985","animal2840","animal2852","female","Rbt",1983,4.5,TRUE
"2914","animal2986","animal2840","animal2740","male","Rbt",1984,5.5,TRUE
"2915","animal2987","animal2746","animal2881","female","Angler",1984,2.5,TRUE
"2916","animal2988","animal2840","animal2725","female","Rbt",1984,6,TRUE
"2917","animal2989","animal2528","animal2867","female","Holstein",1984,6,TRUE
"2918","animal2990","animal2840","animal921","female","Rbt",1984,4.5,TRUE
"2919","animal2991","animal2669","animal2887","male","Holstein",1985,6,TRUE
"2920","animal2992","animal2603","animal2878","female","Angler",1985,2.5,TRUE
"2921","animal2993","animal2503","animal2843","female","Holstein",1985,9.5,TRUE
"2922","animal2994","animal2864","animal2680","female","Angler",1985,6.5,TRUE
"2923","animal2995","animal2511","animal2868","male","Holstein",1985,7.5,TRUE
"2924","animal2996","animal2840","animal2403","female","Rbt",1985,6.5,TRUE
"2925","animal2997","animal2594","animal2876","female","Angler",1985,3,TRUE
"2926","animal2998","animal2855","animal2192","male","Angler",1986,6.5,TRUE
"2927","animal2999","animal2177","animal2870","female","Angler",1986,7,TRUE
"2928","animal3000","animal2855","animal2597","female","Angler",1986,5,TRUE
"2929","animal3001","animal2840","animal2753","female","Holstein",1987,8,TRUE
"2930","animal3002","animal2854","animal2726","female","Holstein",1987,7.5,TRUE
"2931","animal3003","animal2855","animal2566","female","Angler",1987,8,TRUE
"2932","animal3004","animal2855","animal2779","female","Angler",1987,5,TRUE
"2933","animal3005","animal2840","animal2729","female","Rbt",1987,8.5,TRUE
"2934","animal3006","animal2840","animal2765","female","Holstein",1987,7.5,TRUE
"2935","animal3007","animal2850","animal2898","female","Holstein",1987,5.5,TRUE
"2936","animal3008","animal2840","animal2750","female","Rbt",1987,8,TRUE
"2937","animal3009","animal2858","animal2849","female","Angler",1988,8.5,TRUE
"2938","animal3010","animal2905","animal2421","female","Angler",1988,3,TRUE
"2939","animal3011","animal2905","animal2354","female","Angler",1988,8,TRUE
"2940","animal3012","animal2912","animal2582","female","Angler",1988,5,TRUE
"2941","animal3013","animal2197","animal2883","female","Angler",1988,7,TRUE
"2942","animal3014","animal1663","animal2882","female","Angler",1988,8.5,TRUE
"2943","animal3015","animal1963","animal2895","female","Angler",1988,5.5,TRUE
"2944","animal3016","animal2840","animal2890","male","Rbt",1988,8,TRUE
"2945","animal3017","animal2839","animal2776","female","Holstein",1989,9,TRUE
"2946","animal3018","animal2857","animal2917","female","Angler",1989,5.5,TRUE
"2947","animal3019","animal1968","animal2919","female","Angler",1989,5,TRUE
"2948","animal3020","animal2766","animal2906","female","Rbt",1989,5.5,TRUE
"2949","animal3021","animal2756","animal2903","female","Rbt",1990,7,TRUE
"2950","animal3022","animal2879","animal2764","male","Rbt",1990,8,TRUE
"2951","animal3023","animal1968","animal2877","male","Angler",1990,8.5,TRUE
"2952","animal3024","animal1968","animal2894","male","Angler",1990,7.5,TRUE
"2953","animal3025","animal2857","animal2880","male","Angler",1991,10,TRUE
"2954","animal3026","animal2857","animal2896","female","Angler",1991,9,TRUE
"2955","animal3027","animal2206","animal2865","female","Angler",1991,9,TRUE
"2956","animal3028","animal2206","animal2908","female","Angler",1991,7,TRUE
"2957","animal3029","animal2899","animal2794","female","Holstein",1991,4.5,TRUE
"2958","animal3030","animal2587","animal2889","female","Angler",1991,9,TRUE
"2959","animal3031","animal2207","animal2922","female","Angler",1992,6.5,TRUE
"2960","animal3032","animal2932","animal2929","female","Angler",1992,2,TRUE
"2961","animal3033","animal2857","animal2424","male","Angler",1992,9,TRUE
"2962","animal3034","animal2909","animal2791","female","Angler",1992,5.5,TRUE
"2963","animal3035","animal2926","animal2924","female","Angler",1995,7,TRUE
"2964","animal3036","animal2609","animal2936","female","Ayrshire",1995,5,TRUE
"2965","animal3037","animal2926","animal2925","female","Angler",1995,7,TRUE
"2966","animal3038","animal2216","animal2931","female","Ayrshire",1996,8.5,TRUE
"2967","animal3039","animal2427","animal2939","female","Angler",1997,5,TRUE
"2968","animal3040","animal2429","animal2941","male","Angler",1998,4.5,TRUE
"2969","animal3041","animal2427","animal2940","female","Angler",1998,5.5,TRUE
"2970","animal3042","animal2427","animal2937","female","Angler",1998,6.5,TRUE
"2971","animal3043","animal2942","animal2629","female","Angler",2003,4.5,TRUE
"2972","animal3044","animal2628","animal2947","male","Angler",2004,4,TRUE
"2973","animal3045","animal2942","animal2948","male","Angler",2004,5,TRUE
"2974","animal3046","animal2949","animal2231","male","Dt.Sbt.Niederungsrind",1967,6,TRUE
"2975","animal3047","animal2949",NA,"female","Holstein",1968,3,TRUE
"2976","animal3048","animal2244","animal2952","female","Holstein",1972,5.5,TRUE
"2977","animal3049","animal2950","animal2820","female","Holstein",1972,3,TRUE
"2978","animal3050","animal2954","animal2487","female","Angler",1973,2,TRUE
"2979","animal3051","animal2112","animal2955","female","Holstein",1973,1.5,TRUE
"2980","animal3052","animal1497","animal2951","female","Holstein",1974,8,TRUE
"2981","animal3053","animal2954","animal1567","male","Angler",1974,5.5,TRUE
"2982","animal3054","animal2039","animal2953","female","Angler",1974,6.5,TRUE
"2983","animal3055","animal1229","animal2959","female","Angler",1976,6,TRUE
"2984","animal3056","animal2066","animal2956","female","Angler",1976,5.5,TRUE
"2985","animal3057","animal2958","animal859","male","Angler",1976,3,TRUE
"2986","animal3058","animal2958","animal2494","male","Angler",1976,3,TRUE
"2987","animal3059","animal2958","animal1277","female","Angler",1976,2.5,TRUE
"2988","animal3060","animal2280","animal2960","female","Holstein",1977,5.5,TRUE
"2989","animal3061","animal2963","animal1895","female","Rbt",1978,4.5,TRUE
"2990","animal3062","animal2954","animal2314","male","Angler",1978,6.5,TRUE
"2991","animal3063","animal2954","animal1852","male","Angler",1978,8,TRUE
"2992","animal3064","animal2130","animal2957","male","Rbt",1979,6.5,TRUE
"2993","animal3065","animal1183","animal2959","male","Angler",1979,10.5,TRUE
"2994","animal3066","animal2506","animal2966","female","Holstein",1980,4.5,TRUE
"2995","animal3067","animal2958","animal2175","female","Angler",1980,5,TRUE
"2996","animal3068","animal2958","animal1924","female","Angler",1980,6,TRUE
"2997","animal3069","animal2958","animal2683","female","Angler",1980,5,TRUE
"2998","animal3070","animal2503","animal2964","male","Holstein",1980,5.5,TRUE
"2999","animal3071","animal2503","animal2961","female","Holstein",1980,6,TRUE
"3000","animal3072","animal2958","animal2163","female","Angler",1980,5.5,TRUE
"3001","animal3073","animal2958","animal2682","male","Angler",1980,5,TRUE
"3002","animal3074","animal2958","animal2705","female","Angler",1980,4,TRUE
"3003","animal3075","animal2958","animal2153","female","Angler",1981,7,TRUE
"3004","animal3076","animal2490","animal2968","female","Rbt",1981,6,TRUE
"3005","animal3077","animal2954","animal1647","female","Angler",1981,8.5,TRUE
"3006","animal3078","animal2549","animal2970","male","Rbt",1981,3.5,TRUE
"3007","animal3079","animal2958","animal2135","female","Angler",1981,7.5,TRUE
"3008","animal3080","animal2958","animal2166","male","Angler",1981,6.5,TRUE
"3009","animal3081","animal2958","animal2532","female","Angler",1981,6,TRUE
"3010","animal3082","animal2958","animal2382","female","Angler",1981,5.5,TRUE
"3011","animal3083","animal2958","animal2544","female","Angler",1981,6,TRUE
"3012","animal3084","animal2958","animal2965","female","Angler",1981,5,TRUE
"3013","animal3085","animal2958","animal2532","female","Angler",1981,6,TRUE
"3014","animal3086","animal2958","animal2179","male","Angler",1981,6,TRUE
"3015","animal3087","animal2958","animal2521","male","Angler",1981,6.5,TRUE
"3016","animal3088","animal2958","animal861","female","Angler",1981,8,TRUE
"3017","animal3089","animal2958","animal1897","female","Angler",1981,8,TRUE
"3018","animal3090","animal2958","animal1949","female","Angler",1982,6,TRUE
"3019","animal3091","animal2958","animal2360","male","Angler",1982,7.5,TRUE
"3020","animal3092","animal2130","animal2971","female","Holstein",1982,6.5,TRUE
"3021","animal3093","animal2958","animal2329","female","Angler",1982,8.5,TRUE
"3022","animal3094","animal2958","animal2143","female","Angler",1982,8.5,TRUE
"3023","animal3095","animal1931","animal2967","female","Angler",1984,7.5,TRUE
"3024","animal3096","animal2668","animal2973","female","Holstein",1984,6.5,TRUE
"3025","animal3097","animal2310","animal2972","female","Holstein",1985,9.5,TRUE
"3026","animal3098","animal2840","animal2976","female","Rbt",1985,6,TRUE
"3027","animal3099","animal2886","animal2984","female","Angler",1985,2,TRUE
"3028","animal3100","animal2986","animal2873","female","Rbt",1986,3,TRUE
"3029","animal3101","animal2720","animal2985","male","Rbt",1986,5,TRUE
"3030","animal3102","animal1927","animal2974","female","Angler",1987,9,TRUE
"3031","animal3103","animal2909","animal2987","female","Angler",1987,2.5,TRUE
"3032","animal3104","animal2214","animal2978","female","Angler",1987,3.5,TRUE
"3033","animal3105","animal2411","animal2992","female","Angler",1988,4.5,TRUE
"3034","animal3106","animal2975","animal2900","male","Holstein",1988,5,TRUE
"3035","animal3107","animal2983","animal2571","male","Rbt",1989,8,TRUE
"3036","animal3108","animal2981","animal2902","male","Rbt",1989,5.5,TRUE
"3037","animal3109","animal2975","animal2989","female","Holstein",1989,6.5,TRUE
"3038","animal3110","animal2910","animal2996","female","Rbt",1989,3.5,TRUE
"3039","animal3111","animal2411","animal3004","female","Angler",1989,4.5,TRUE
"3040","animal3112","animal2962","animal2969","male","Holstein",1989,12,TRUE
"3041","animal3113","animal2981","animal2918","male","Rbt",1989,4.5,TRUE
"3042","animal3114","animal2885","animal2990","male","Holstein",1989,5.5,TRUE
"3043","animal3115","animal2885","animal3001","male","Holstein",1990,5,TRUE
"3044","animal3116","animal1968","animal2994","male","Angler",1990,7,TRUE
"3045","animal3117","animal2885","animal2988","female","Holstein",1990,6.5,TRUE
"3046","animal3118","animal2983","animal2901","male","Rbt",1990,6,TRUE
"3047","animal3119","animal2983","animal2993","male","Rbt",1990,6,TRUE
"3048","animal3120","animal2983","animal3008","female","Rbt",1990,5,TRUE
"3049","animal3121","animal2857","animal3006","female","Rbt",1990,6.5,TRUE
"3050","animal3122","animal2769","animal2982","female","Angler",1990,7,TRUE
"3051","animal3123","animal2979","animal2747","female","Angler",1991,9.5,TRUE
"3052","animal3124","animal2979","animal2704","female","Angler",1991,11,TRUE
"3053","animal3125","animal2604","animal3012","female","Angler",1991,5,TRUE
"3054","animal3126","animal3023","animal2916","female","Angler",1991,2.5,TRUE
"3055","animal3127","animal2879","animal3007","male","Rbt",1991,6.5,TRUE
"3056","animal3128","animal2857","animal3019","female","Angler",1992,7.5,TRUE
"3057","animal3129","animal2995","animal3005","female","Holstein",1992,6,TRUE
"3058","animal3130","animal2857","animal3003","female","Angler",1992,8.5,TRUE
"3059","animal3131","animal2206","animal3015","male","Angler",1992,6.5,TRUE
"3060","animal3132","animal2785","animal3021","male","Rbt",1992,4,TRUE
"3061","animal3133","animal2213","animal3026","male","Angler",1993,5.5,TRUE
"3062","animal3134","animal2926","animal3032","female","Angler",1994,4,TRUE
"3063","animal3135","animal3025","animal3030","female","Angler",1994,3,TRUE
"3064","animal3136","animal3016","animal2223","female","Angler",1995,4.5,TRUE
"3065","animal3137","animal3016","animal2620","male","Angler",1996,6,TRUE
"3066","animal3138","animal2926","animal3000","female","Angler",1996,9,TRUE
"3067","animal3139","animal2217","animal3031","female","Angler",1996,6.5,TRUE
"3068","animal3140","animal2857","animal3019","female","Angler",1996,11.5,TRUE
"3069","animal3141","animal2425","animal3036","male","Ayrshire",1997,5.5,TRUE
"3070","animal3142","animal2427","animal3018","male","Angler",1997,7.5,TRUE
"3071","animal3143","animal2425","animal3038","female","Angler",1999,7,TRUE
"3072","animal3144","animal2425","animal3038","female","Ayrshire",1999,7,TRUE
"3073","animal3145","animal3040","animal2808","male","Angler",2004,5.5,TRUE
"3074","animal3146","animal2803","animal3043","female","Angler",2005,5,TRUE
"3075","animal3147","animal3046","animal1233","female","Holstein",1970,3,TRUE
"3076","animal3148","animal714","animal3047","male","Holstein",1973,7.5,TRUE
"3077","animal3149","animal2491","animal3051","female","Holstein",1975,2.5,TRUE
"3078","animal3150","animal2261","animal3048","female","Holstein",1977,8.5,TRUE
"3079","animal3151","animal1824","animal3052","female","Holstein",1978,7,TRUE
"3080","animal3152","animal2130","animal3060","female","Holstein",1979,4.5,TRUE
"3081","animal3153","animal2309","animal3059","female","Angler",1980,6,TRUE
"3082","animal3154","animal2148","animal3055","female","Angler",1980,5,TRUE
"3083","animal3155","animal2384","animal3056","female","Angler",1980,3.5,TRUE
"3084","animal3156","animal3064","animal1953","female","Rbt",1981,2,TRUE
"3085","animal3157","animal3063","animal2558","female","Angler",1981,3.5,TRUE
"3086","animal3158","animal3062","animal2570","female","Angler",1981,2.5,TRUE
"3087","animal3159","animal2335","animal3054","male","Angler",1981,7.5,TRUE
"3088","animal3160","animal3053","animal2402","female","Angler",1982,5,TRUE
"3089","animal3161","animal3065","animal2199","female","Angler",1982,2.5,TRUE
"3090","animal3162","animal2643","animal3049","female","Holstein",1982,12.5,TRUE
"3091","animal3163","animal1936","animal3050","male","Angler",1982,8,TRUE
"3092","animal3164","animal3073","animal2395","female","Angler",1982,2.5,TRUE
"3093","animal3165","animal1297","animal3055","male","Angler",1982,4,TRUE
"3094","animal3166","animal3058","animal2699","male","Angler",1983,6,TRUE
"3095","animal3167","animal3086","animal2859","female","Angler",1983,2.5,TRUE
"3096","animal3168","animal3073","animal2723","female","Angler",1983,3.5,TRUE
"3097","animal3169","animal3058","animal1921","male","Angler",1983,8,TRUE
"3098","animal3170","animal3058","animal2393","female","Angler",1983,6,TRUE
"3099","animal3171","animal2404","animal3079","female","Angler",1983,2.5,TRUE
"3100","animal3172","animal3058","animal2572","female","Angler",1983,5.5,TRUE
"3101","animal3173","animal3058","animal2191","female","Angler",1983,5.5,TRUE
"3102","animal3174","animal3058","animal2397","female","Angler",1983,5.5,TRUE
"3103","animal3175","animal3091","animal2861","female","Angler",1983,1.5,TRUE
"3104","animal3176","animal3058","animal2368","male","Angler",1983,7,TRUE
"3105","animal3177","animal2177","animal3069","male","Angler",1984,6,TRUE
"3106","animal3178","animal3080","animal2742","female","Angler",1984,3.5,TRUE
"3107","animal3179","animal1663","animal3088","female","Angler",1984,5,TRUE
"3108","animal3180","animal2869","animal3083","female","Angler",1984,3,TRUE
"3109","animal3181","animal3053","animal2136","female","Angler",1984,10.5,TRUE
"3110","animal3182","animal3057","animal2713","female","Angler",1984,6.5,TRUE
"3111","animal3183","animal2528","animal3092","female","Holstein",1984,5.5,TRUE
"3112","animal3184","animal3087","animal2760","female","Angler",1984,2.5,TRUE
"3113","animal3185","animal3057","animal2196","female","Angler",1984,6.5,TRUE
"3114","animal3186","animal1940","animal3094","female","Angler",1984,5,TRUE
"3115","animal3187","animal3058","animal2727","male","Angler",1984,6,TRUE
"3116","animal3188","animal3064","animal3061","male","Rbt",1985,6.5,TRUE
"3117","animal3189","animal3058","animal2194","male","Angler",1985,7.5,TRUE
"3118","animal3190","animal3058","animal2841","female","Angler",1985,8.5,TRUE
"3119","animal3191","animal2839","animal3066","female","Rbt",1985,6.5,TRUE
"3120","animal3192","animal2892","animal3093","male","Angler",1985,2.5,TRUE
"3121","animal3193","animal1936","animal3050","male","Angler",1985,11,TRUE
"3122","animal3194","animal3064","animal2856","female","Rbt",1985,5.5,TRUE
"3123","animal3195","animal3065","animal2718","female","Angler",1986,7,TRUE
"3124","animal3196","animal3064","animal930","female","Rbt",1986,4.5,TRUE
"3125","animal3197","animal3058","animal1966","male","Angler",1986,7.5,TRUE
"3126","animal3198","animal2736","animal3075","female","Angler",1986,5.5,TRUE
"3127","animal3199","animal2848","animal3076","male","Rbt",1986,6,TRUE
"3128","animal3200","animal1951","animal3068","female","Angler",1986,6.5,TRUE
"3129","animal3201","animal3065","animal2683","male","Angler",1986,8.5,TRUE
"3130","animal3202","animal2736","animal3067","male","Angler",1986,6,TRUE
"3131","animal3203","animal1948","animal3077","female","Angler",1986,6.5,TRUE
"3132","animal3204","animal2736","animal3074","female","Angler",1986,6,TRUE
"3133","animal3205","animal2549","animal3089","male","Angler",1987,8.5,TRUE
