"","Indiv","Sire","Dam","Sex","Breed","Born"
"6223","animal6223","animal5324","animal79","male","Angler",2015
"6224","animal6224","animal3542","animal5335","female","Angler",2015
"6225","animal6225","animal3745","animal5327","female","Angler",2015
"6226","animal6226","animal5325","animal4213","female","Angler",2015
"6227","animal6227","animal3725","animal5327","male","Angler",2015
"6228","animal6228","animal3205","animal5332","female","Angler",2015
"6229","animal6229","animal3943","animal5330","female","Angler",2015
"6230","animal6230","animal5324","animal17","male","Angler",2015
"6231","animal6231","animal3439","animal5331","female","Angler",2015
"6232","animal6232","animal3563","animal5333","female","Angler",2015
"6233","animal6233","animal5334","animal58","male","Angler",2015
"6234","animal6234","animal3725","animal5332","female","Angler",2015
"6235","animal6235","animal3561","animal5333","male","Angler",2015
"6236","animal6236","animal4722","animal5333","female","Angler",2015
"6237","animal6237","animal3484","animal5322","male","Angler",2015
"6238","animal6238","animal3589","animal5328","male","Angler",2015
"6239","animal6239","animal5336","animal41","male","Angler",2015
"6240","animal6240","animal5334","animal82","female","Angler",2015
"6241","animal6241","animal4228","animal5333","female","Angler",2015
"6242","animal6242","animal3663","animal5328","female","Angler",2015
"6243","animal6243","animal4271","animal5332","female","Angler",2015
"6244","animal6244","animal5326","animal30","female","Angler",2015
"6245","animal6245","animal3743","animal5331","female","Angler",2015
"6246","animal6246","animal5324","animal83","male","Angler",2016
"6247","animal6247","animal3734","animal5335","male","Angler",2016
"6248","animal6248","animal5325","animal49","male","Angler",2016
"6249","animal6249","animal3563","animal5330","female","Angler",2016
"6250","animal6250","animal2","animal5333","male","Angler",2016
"6251","animal6251","animal5336","animal3455","male","Angler",2016
"6252","animal6252","animal5334","animal74","male","Angler",2016
"6253","animal6253","animal3898","animal5331","male","Angler",2016
"6254","animal6254","animal4746","animal5328","male","Angler",2016
"6255","animal6255","animal3349","animal5330","male","Angler",2016
"6256","animal6256","animal3722","animal5331","male","Angler",2016
"6257","animal6257","animal5340","animal3606","female","Angler",2016
"6258","animal6258","animal5340","animal4885","male","Angler",2016
"6259","animal6259","animal5340","animal1366","male","Angler",2016
"6260","animal6260","animal5340","animal3603","male","Angler",2016
"6261","animal6261","animal5340","animal4386","male","Angler",2016
"6262","animal6262","animal5340","animal5479","female","Angler",2016
"6263","animal6263","animal5340","animal5433","male","Angler",2016
"6264","animal6264","animal5340","animal4895","male","Angler",2016
"6265","animal6265","animal5340","animal4772","male","Angler",2016
"6266","animal6266","animal5340","animal4295","male","Angler",2016
"6267","animal6267","animal5340","animal3755","female","Angler",2016
"6268","animal6268","animal5340","animal4070","male","Angler",2016
"6269","animal6269","animal5340","animal4018","female","Angler",2016
"6270","animal6270","animal5340","animal5454","male","Angler",2016
"6271","animal6271","animal5340","animal4038","male","Angler",2016
"6272","animal6272","animal5340","animal5440","male","Angler",2016
"6273","animal6273","animal5340","animal3823","male","Angler",2016
"6274","animal6274","animal5340","animal4840","male","Angler",2016
"6275","animal6275","animal5340","animal4920","male","Angler",2016
"6276","animal6276","animal5340","animal4388","female","Angler",2016
"6277","animal6277","animal5340","animal3991","male","Angler",2016
"6278","animal6278","animal5340","animal5430","female","Angler",2016
"6279","animal6279","animal5340","animal5362","female","Angler",2016
"6280","animal6280","animal5340","animal5339","male","Angler",2016
"6281","animal6281","animal5340","animal4840","female","Angler",2016
"6282","animal6282","animal5340","animal3634","male","Angler",2016
"6283","animal6283","animal5340","animal4333","female","Angler",2016
"6284","animal6284","animal5340","animal4350","male","Angler",2016
"6285","animal6285","animal5340","animal4036","male","Angler",2016
"6286","animal6286","animal5340","animal1325","male","Angler",2016
"6287","animal6287","animal5340","animal4081","female","Angler",2016
"6288","animal6288","animal5340","animal5431","female","Angler",2016
"6289","animal6289","animal5340","animal4921","male","Angler",2016
"6290","animal6290","animal3490","animal5439","female","Angler",2016
"6291","animal6291","animal3490","animal5400","male","Angler",2016
"6292","animal6292","animal3490","animal5451","male","Angler",2016
"6293","animal6293","animal3490","animal5439","female","Angler",2016
"6294","animal6294","animal3490","animal5356","male","Angler",2016
"6295","animal6295","animal3490","animal5384","male","Angler",2016
"6296","animal6296","animal3490","animal5459","male","Angler",2016
"6297","animal6297","animal5350","animal3599","male","Angler",2016
"6298","animal6298","animal5350","animal3592","female","Angler",2016
"6299","animal6299","animal5350","animal4778","male","Angler",2016
"6300","animal6300","animal5350","animal4847","male","Angler",2016
"6301","animal6301","animal5350","animal3789","male","Angler",2016
"6302","animal6302","animal5350","animal3372","male","Angler",2016
"6303","animal6303","animal5350","animal3616","female","Angler",2016
"6304","animal6304","animal5350","animal4857","female","Angler",2016
"6305","animal6305","animal5350","animal4798","female","Angler",2016
"6306","animal6306","animal5350","animal4067","male","Angler",2016
"6307","animal6307","animal5350","animal4020","male","Angler",2016
"6308","animal6308","animal5350","animal5477","female","Angler",2016
"6309","animal6309","animal5350","animal1325","male","Angler",2016
"6310","animal6310","animal5350","animal4805","female","Angler",2016
"6311","animal6311","animal5350","animal3620","female","Angler",2016
"6312","animal6312","animal5350","animal3497","female","Angler",2016
"6313","animal6313","animal5350","animal3632","male","Angler",2016
"6314","animal6314","animal5350","animal3621","male","Angler",2016
"6315","animal6315","animal5350","animal4037","male","Angler",2016
"6316","animal6316","animal5350","animal4100","male","Angler",2016
"6317","animal6317","animal5350","animal4937","female","Angler",2016
"6318","animal6318","animal5350","animal4858","female","Angler",2016
"6319","animal6319","animal5350","animal3621","male","Angler",2016
"6320","animal6320","animal5350","animal4807","male","Angler",2016
"6321","animal6321","animal5350","animal5371","female","Angler",2016
"6322","animal6322","animal5350","animal5486","female","Angler",2016
"6323","animal6323","animal5350","animal3602","female","Angler",2016
"6324","animal6324","animal5350","animal5430","male","Angler",2016
"6325","animal6325","animal5350","animal1319","female","Angler",2016
"6326","animal6326","animal5350","animal5446","female","Angler",2016
"6327","animal6327","animal5350","animal4335","male","Angler",2016
"6328","animal6328","animal3597","animal5370","female","Angler",2016
"6329","animal6329","animal3597","animal5447","female","Angler",2016
"6330","animal6330","animal3597","animal5395","male","Angler",2016
"6331","animal6331","animal3597","animal5441","male","Angler",2016
"6332","animal6332","animal3597","animal5386","male","Angler",2016
"6333","animal6333","animal3597","animal5384","female","Angler",2016
"6334","animal6334","animal3597","animal5448","female","Angler",2016
"6335","animal6335","animal3597","animal5476","female","Angler",2016
"6336","animal6336","animal3597","animal5457","male","Angler",2016
"6337","animal6337","animal4783","animal5355","male","Angler",2016
"6338","animal6338","animal4783","animal5414","male","Angler",2016
"6339","animal6339","animal4783","animal5429","female","Angler",2016
"6340","animal6340","animal4783","animal5450","male","Angler",2016
"6341","animal6341","animal4783","animal5449","female","Angler",2016
"6342","animal6342","animal4783","animal5489","female","Angler",2016
"6343","animal6343","animal4783","animal5473","male","Angler",2016
"6344","animal6344","animal4291","animal5386","female","Angler",2016
"6345","animal6345","animal4291","animal5481","female","Angler",2016
"6346","animal6346","animal4291","animal5485","female","Angler",2016
"6347","animal6347","animal4291","animal5407","female","Angler",2016
"6348","animal6348","animal4291","animal5395","male","Angler",2016
"6349","animal6349","animal4291","animal5476","male","Angler",2016
"6350","animal6350","animal5365","animal3749","female","Angler",2016
"6351","animal6351","animal5365","animal5421","female","Angler",2016
"6352","animal6352","animal5365","animal4957","male","Angler",2016
"6353","animal6353","animal5365","animal5362","male","Angler",2016
"6354","animal6354","animal5365","animal4275","female","Angler",2016
"6355","animal6355","animal5365","animal4395","male","Angler",2016
"6356","animal6356","animal5365","animal4816","male","Angler",2016
"6357","animal6357","animal5365","animal3994","male","Angler",2016
"6358","animal6358","animal5365","animal4788","female","Angler",2016
"6359","animal6359","animal5365","animal1326","female","Angler",2016
"6360","animal6360","animal5365","animal4882","female","Angler",2016
"6361","animal6361","animal5365","animal3969","female","Angler",2016
"6362","animal6362","animal5365","animal4961","male","Angler",2016
"6363","animal6363","animal5365","animal4385","male","Angler",2016
"6364","animal6364","animal5365","animal4374","male","Angler",2016
"6365","animal6365","animal5365","animal4762","male","Angler",2016
"6366","animal6366","animal5365","animal4371","male","Angler",2016
"6367","animal6367","animal5365","animal3996","male","Angler",2016
"6368","animal6368","animal5365","animal4781","female","Angler",2016
"6369","animal6369","animal5365","animal5357","female","Angler",2016
"6370","animal6370","animal5365","animal5367","male","Angler",2016
"6371","animal6371","animal5365","animal3497","male","Angler",2016
"6372","animal6372","animal5365","animal4907","female","Angler",2016
"6373","animal6373","animal5365","animal4394","female","Angler",2016
"6374","animal6374","animal5365","animal4836","male","Angler",2016
"6375","animal6375","animal5365","animal4774","male","Angler",2016
"6376","animal6376","animal5365","animal3977","male","Angler",2016
"6377","animal6377","animal5365","animal3808","female","Angler",2016
"6378","animal6378","animal5365","animal4061","male","Angler",2016
"6379","animal6379","animal5365","animal4034","male","Angler",2016
"6380","animal6380","animal5365","animal3496","male","Angler",2016
"6381","animal6381","animal5365","animal4321","female","Angler",2016
"6382","animal6382","animal5365","animal3640","female","Angler",2016
"6383","animal6383","animal5378","animal4836","male","Angler",2016
"6384","animal6384","animal5378","animal4000","female","Angler",2016
"6385","animal6385","animal5378","animal4027","female","Angler",2016
"6386","animal6386","animal5378","animal4802","female","Angler",2016
"6387","animal6387","animal5378","animal4824","male","Angler",2016
"6388","animal6388","animal5378","animal4287","male","Angler",2016
"6389","animal6389","animal5378","animal4084","male","Angler",2016
"6390","animal6390","animal5378","animal4335","female","Angler",2016
"6391","animal6391","animal5378","animal3820","male","Angler",2016
"6392","animal6392","animal5378","animal3971","male","Angler",2016
"6393","animal6393","animal5378","animal1337","female","Angler",2016
"6394","animal6394","animal5378","animal3760","female","Angler",2016
"6395","animal6395","animal5378","animal3756","male","Angler",2016
"6396","animal6396","animal5378","animal4881","female","Angler",2016
"6397","animal6397","animal5378","animal3595","female","Angler",2016
"6398","animal6398","animal5378","animal4007","female","Angler",2016
"6399","animal6399","animal5378","animal3370","female","Angler",2016
"6400","animal6400","animal5378","animal4961","female","Angler",2016
"6401","animal6401","animal5378","animal4389","male","Angler",2016
"6402","animal6402","animal5378","animal4932","male","Angler",2016
"6403","animal6403","animal5378","animal3625","male","Angler",2016
"6404","animal6404","animal5378","animal4914","female","Angler",2016
"6405","animal6405","animal5378","animal5464","female","Angler",2016
"6406","animal6406","animal5378","animal4097","male","Angler",2016
"6407","animal6407","animal5378","animal5382","male","Angler",2016
"6408","animal6408","animal5378","animal3611","female","Angler",2016
"6409","animal6409","animal5378","animal4949","female","Angler",2016
"6410","animal6410","animal5378","animal4079","female","Angler",2016
"6411","animal6411","animal5378","animal4788","male","Angler",2016
"6412","animal6412","animal5378","animal5377","male","Angler",2016
"6413","animal6413","animal5378","animal3992","female","Angler",2016
"6414","animal6414","animal5378","animal3786","male","Angler",2016
"6415","animal6415","animal5378","animal4911","male","Angler",2016
"6416","animal6416","animal5378","animal4364","female","Angler",2016
"6417","animal6417","animal4001","animal5478","female","Angler",2016
"6418","animal6418","animal4001","animal5337","male","Angler",2016
"6419","animal6419","animal4001","animal5407","female","Angler",2016
"6420","animal6420","animal4001","animal5370","female","Angler",2016
"6421","animal6421","animal1329","animal5487","male","Angler",2016
"6422","animal6422","animal1329","animal5348","female","Angler",2016
"6423","animal6423","animal1329","animal5343","female","Angler",2016
"6424","animal6424","animal1329","animal5487","female","Angler",2016
"6425","animal6425","animal5399","animal3798","male","Angler",2016
"6426","animal6426","animal5399","animal3800","female","Angler",2016
"6427","animal6427","animal5399","animal4799","female","Angler",2016
"6428","animal6428","animal5399","animal5473","female","Angler",2016
"6429","animal6429","animal5399","animal1328","male","Angler",2016
"6430","animal6430","animal5399","animal4366","male","Angler",2016
"6431","animal6431","animal5399","animal5454","female","Angler",2016
"6432","animal6432","animal5399","animal4315","male","Angler",2016
"6433","animal6433","animal5399","animal4797","male","Angler",2016
"6434","animal6434","animal5399","animal4088","female","Angler",2016
"6435","animal6435","animal5399","animal4352","female","Angler",2016
"6436","animal6436","animal5399","animal4305","male","Angler",2016
"6437","animal6437","animal5399","animal4398","male","Angler",2016
"6438","animal6438","animal5399","animal4846","male","Angler",2016
"6439","animal6439","animal5399","animal1318","male","Angler",2016
"6440","animal6440","animal5399","animal3810","female","Angler",2016
"6441","animal6441","animal5399","animal4338","male","Angler",2016
"6442","animal6442","animal5399","animal4799","female","Angler",2016
"6443","animal6443","animal5399","animal3969","female","Angler",2016
"6444","animal6444","animal5399","animal4838","male","Angler",2016
"6445","animal6445","animal5399","animal3612","male","Angler",2016
"6446","animal6446","animal5399","animal1359","male","Angler",2016
"6447","animal6447","animal5399","animal4092","female","Angler",2016
"6448","animal6448","animal5399","animal4009","female","Angler",2016
"6449","animal6449","animal5399","animal4362","male","Angler",2016
"6450","animal6450","animal5399","animal4284","male","Angler",2016
"6451","animal6451","animal5399","animal5423","female","Angler",2016
"6452","animal6452","animal5399","animal5446","male","Angler",2016
"6453","animal6453","animal5399","animal4949","female","Angler",2016
"6454","animal6454","animal5399","animal4341","female","Angler",2016
"6455","animal6455","animal5406","animal3612","male","Angler",2016
"6456","animal6456","animal5406","animal3600","male","Angler",2016
"6457","animal6457","animal5406","animal3991","male","Angler",2016
"6458","animal6458","animal5406","animal5480","female","Angler",2016
"6459","animal6459","animal5406","animal1346","female","Angler",2016
"6460","animal6460","animal5406","animal4084","male","Angler",2016
"6461","animal6461","animal5406","animal4873","male","Angler",2016
"6462","animal6462","animal5406","animal3818","female","Angler",2016
"6463","animal6463","animal5406","animal4934","male","Angler",2016
"6464","animal6464","animal5406","animal4027","male","Angler",2016
"6465","animal6465","animal5406","animal5482","female","Angler",2016
"6466","animal6466","animal5406","animal3618","female","Angler",2016
"6467","animal6467","animal5406","animal5445","male","Angler",2016
"6468","animal6468","animal5406","animal5435","female","Angler",2016
"6469","animal6469","animal5406","animal1368","female","Angler",2016
"6470","animal6470","animal5406","animal5357","male","Angler",2016
"6471","animal6471","animal5406","animal5374","female","Angler",2016
"6472","animal6472","animal5406","animal4850","male","Angler",2016
"6473","animal6473","animal5406","animal4037","male","Angler",2016
"6474","animal6474","animal5406","animal5402","male","Angler",2016
"6475","animal6475","animal5406","animal3985","male","Angler",2016
"6476","animal6476","animal5406","animal4102","female","Angler",2016
"6477","animal6477","animal5406","animal1341","female","Angler",2016
"6478","animal6478","animal5406","animal4388","male","Angler",2016
"6479","animal6479","animal5406","animal4049","female","Angler",2016
"6480","animal6480","animal5406","animal4883","female","Angler",2016
"6481","animal6481","animal5406","animal4813","male","Angler",2016
"6482","animal6482","animal5406","animal5435","female","Angler",2016
"6483","animal6483","animal5406","animal4389","male","Angler",2016
"6484","animal6484","animal5406","animal3980","female","Angler",2016
"6485","animal6485","animal5406","animal5388","male","Angler",2016
"6486","animal6486","animal5406","animal3975","female","Angler",2016
"6487","animal6487","animal5406","animal3764","male","Angler",2016
"6488","animal6488","animal5406","animal4914","female","Angler",2016
"6489","animal6489","animal5406","animal3592","female","Angler",2016
"6490","animal6490","animal5406","animal1339","male","Angler",2016
"6491","animal6491","animal5406","animal4042","female","Angler",2016
"6492","animal6492","animal4866","animal5363","female","Angler",2016
"6493","animal6493","animal4866","animal5448","female","Angler",2016
"6494","animal6494","animal4866","animal5359","male","Angler",2016
"6495","animal6495","animal4866","animal5451","male","Angler",2016
"6496","animal6496","animal4866","animal5452","male","Angler",2016
"6497","animal6497","animal4866","animal5440","female","Angler",2016
"6498","animal6498","animal5418","animal4337","female","Angler",2016
"6499","animal6499","animal5418","animal4033","female","Angler",2016
"6500","animal6500","animal5418","animal4758","female","Angler",2016
"6501","animal6501","animal5418","animal4019","male","Angler",2016
"6502","animal6502","animal5418","animal4349","female","Angler",2016
"6503","animal6503","animal5418","animal4333","female","Angler",2016
"6504","animal6504","animal5418","animal3799","male","Angler",2016
"6505","animal6505","animal5418","animal4937","female","Angler",2016
"6506","animal6506","animal5418","animal5349","female","Angler",2016
"6507","animal6507","animal5418","animal1348","female","Angler",2016
"6508","animal6508","animal5418","animal5405","male","Angler",2016
"6509","animal6509","animal5418","animal3620","female","Angler",2016
"6510","animal6510","animal5418","animal4102","female","Angler",2016
"6511","animal6511","animal5418","animal3989","male","Angler",2016
"6512","animal6512","animal5418","animal4843","female","Angler",2016
"6513","animal6513","animal5418","animal5363","female","Angler",2016
"6514","animal6514","animal5418","animal4031","male","Angler",2016
"6515","animal6515","animal5418","animal5400","female","Angler",2016
"6516","animal6516","animal5418","animal5485","male","Angler",2016
"6517","animal6517","animal5418","animal5391","male","Angler",2016
"6518","animal6518","animal5418","animal3600","male","Angler",2016
"6519","animal6519","animal5418","animal4082","female","Angler",2016
"6520","animal6520","animal5418","animal4014","female","Angler",2016
"6521","animal6521","animal5418","animal5337","female","Angler",2016
"6522","animal6522","animal5418","animal4846","male","Angler",2016
"6523","animal6523","animal5418","animal4833","male","Angler",2016
"6524","animal6524","animal5418","animal4377","male","Angler",2016
"6525","animal6525","animal5418","animal4047","female","Angler",2016
"6526","animal6526","animal5418","animal4814","male","Angler",2016
"6527","animal6527","animal5418","animal4803","male","Angler",2016
"6528","animal6528","animal5418","animal5433","female","Angler",2016
"6529","animal6529","animal5418","animal5417","female","Angler",2016
"6530","animal6530","animal5418","animal4385","male","Angler",2016
"6531","animal6531","animal1353","animal5364","female","Angler",2016
"6532","animal6532","animal1353","animal5475","female","Angler",2016
"6533","animal6533","animal1353","animal5478","female","Angler",2016
"6534","animal6534","animal1353","animal5368","male","Angler",2016
"6535","animal6535","animal1353","animal5371","female","Angler",2016
"6536","animal6536","animal1353","animal5401","male","Angler",2016
"6537","animal6537","animal1353","animal5339","female","Angler",2016
"6538","animal6538","animal1353","animal5459","female","Angler",2016
"6539","animal6539","animal1353","animal5405","female","Angler",2016
"6540","animal6540","animal1353","animal5424","female","Angler",2016
"6541","animal6541","animal5458","animal4296","female","Angler",2017
"6542","animal6542","animal5458","animal4277","male","Angler",2017
"6543","animal6543","animal5458","animal5431","female","Angler",2017
"6544","animal6544","animal5458","animal3973","female","Angler",2017
"6545","animal6545","animal5458","animal4873","male","Angler",2017
"6546","animal6546","animal5458","animal5401","female","Angler",2017
"6547","animal6547","animal5458","animal3975","male","Angler",2017
"6548","animal6548","animal5458","animal3757","male","Angler",2017
"6549","animal6549","animal5458","animal3788","male","Angler",2017
"6550","animal6550","animal5458","animal4775","female","Angler",2017
"6551","animal6551","animal5458","animal4374","male","Angler",2017
"6552","animal6552","animal5458","animal1351","male","Angler",2017
"6553","animal6553","animal5458","animal3610","female","Angler",2017
"6554","animal6554","animal5458","animal4275","male","Angler",2017
"6555","animal6555","animal5458","animal3792","female","Angler",2017
"6556","animal6556","animal5458","animal4022","male","Angler",2017
"6557","animal6557","animal5458","animal4803","male","Angler",2017
"6558","animal6558","animal5458","animal3753","female","Angler",2017
"6559","animal6559","animal5458","animal4798","female","Angler",2017
"6560","animal6560","animal5458","animal5402","female","Angler",2017
"6561","animal6561","animal5458","animal3761","female","Angler",2017
"6562","animal6562","animal5458","animal3813","female","Angler",2017
"6563","animal6563","animal5458","animal1359","male","Angler",2017
"6564","animal6564","animal5458","animal5359","male","Angler",2017
"6565","animal6565","animal5458","animal3755","male","Angler",2017
"6566","animal6566","animal5458","animal5383","female","Angler",2017
"6567","animal6567","animal5458","animal5388","female","Angler",2017
"6568","animal6568","animal5458","animal4361","female","Angler",2017
"6569","animal6569","animal5458","animal3638","male","Angler",2017
"6570","animal6570","animal5458","animal1350","female","Angler",2017
"6571","animal6571","animal5458","animal4847","female","Angler",2017
"6572","animal6572","animal5458","animal5449","male","Angler",2017
"6573","animal6573","animal5458","animal4903","female","Angler",2017
"6574","animal6574","animal5458","animal3750","male","Angler",2017
"6575","animal6575","animal4089","animal5425","female","Angler",2017
"6576","animal6576","animal4089","animal5429","male","Angler",2017
"6577","animal6577","animal4089","animal5394","male","Angler",2017
"6578","animal6578","animal4089","animal5394","male","Angler",2017
"6579","animal6579","animal4089","animal5482","male","Angler",2017
"6580","animal6580","animal4089","animal5343","female","Angler",2017
"6581","animal6581","animal4089","animal5471","female","Angler",2017
"6582","animal6582","animal4089","animal5421","male","Angler",2017
"6583","animal6583","animal3814","animal5354","female","Angler",2017
"6584","animal6584","animal3814","animal5452","female","Angler",2017
"6585","animal6585","animal3814","animal5379","female","Angler",2017
"6586","animal6586","animal3814","animal5447","male","Angler",2017
"6587","animal6587","animal3814","animal5356","female","Angler",2017
"6588","animal6588","animal3636","animal5442","female","Angler",2017
"6589","animal6589","animal3636","animal5463","male","Angler",2017
"6590","animal6590","animal3636","animal5489","male","Angler",2017
"6591","animal6591","animal3636","animal5422","male","Angler",2017
"6592","animal6592","animal5340","animal4340","male","Angler",2017
"6593","animal6593","animal5340","animal4824","male","Angler",2017
"6594","animal6594","animal5340","animal4330","male","Angler",2017
"6595","animal6595","animal5340","animal3795","male","Angler",2017
"6596","animal6596","animal5340","animal4280","male","Angler",2017
"6597","animal6597","animal5340","animal5379","female","Angler",2017
"6598","animal6598","animal5340","animal3760","female","Angler",2017
"6599","animal6599","animal5340","animal4857","male","Angler",2017
"6600","animal6600","animal5340","animal5431","male","Angler",2017
"6601","animal6601","animal5340","animal3788","male","Angler",2017
"6602","animal6602","animal5340","animal4287","male","Angler",2017
"6603","animal6603","animal5340","animal4351","female","Angler",2017
"6604","animal6604","animal5340","animal3611","female","Angler",2017
"6605","animal6605","animal5340","animal3780","male","Angler",2017
"6606","animal6606","animal5340","animal5349","female","Angler",2017
"6607","animal6607","animal5340","animal4306","female","Angler",2017
"6608","animal6608","animal5340","animal4846","female","Angler",2017
"6609","animal6609","animal5340","animal4085","female","Angler",2017
"6610","animal6610","animal5340","animal4936","male","Angler",2017
"6611","animal6611","animal5340","animal4354","male","Angler",2017
"6612","animal6612","animal5340","animal5454","male","Angler",2017
"6613","animal6613","animal5340","animal4014","male","Angler",2017
"6614","animal6614","animal5340","animal4020","male","Angler",2017
"6615","animal6615","animal5340","animal5436","male","Angler",2017
"6616","animal6616","animal5340","animal4300","female","Angler",2017
"6617","animal6617","animal5340","animal4076","female","Angler",2017
"6618","animal6618","animal5340","animal5395","female","Angler",2017
"6619","animal6619","animal5340","animal4778","male","Angler",2017
"6620","animal6620","animal5340","animal5473","female","Angler",2017
"6621","animal6621","animal5340","animal4022","male","Angler",2017
"6622","animal6622","animal5340","animal3801","male","Angler",2017
"6623","animal6623","animal5340","animal1357","female","Angler",2017
"6624","animal6624","animal5340","animal4389","male","Angler",2017
"6625","animal6625","animal3490","animal5339","male","Angler",2017
"6626","animal6626","animal3490","animal5439","female","Angler",2017
"6627","animal6627","animal3490","animal5391","female","Angler",2017
"6628","animal6628","animal3490","animal5405","female","Angler",2017
"6629","animal6629","animal3490","animal5414","female","Angler",2017
"6630","animal6630","animal3490","animal5343","male","Angler",2017
"6631","animal6631","animal3490","animal5407","male","Angler",2017
"6632","animal6632","animal5350","animal5463","male","Angler",2017
"6633","animal6633","animal5350","animal3996","male","Angler",2017
"6634","animal6634","animal5350","animal3796","female","Angler",2017
"6635","animal6635","animal5350","animal4049","female","Angler",2017
"6636","animal6636","animal5350","animal4894","male","Angler",2017
"6637","animal6637","animal5350","animal5357","male","Angler",2017
"6638","animal6638","animal5350","animal5382","male","Angler",2017
"6639","animal6639","animal5350","animal4004","male","Angler",2017
"6640","animal6640","animal5350","animal5417","female","Angler",2017
"6641","animal6641","animal5350","animal4802","male","Angler",2017
"6642","animal6642","animal5350","animal3990","male","Angler",2017
"6643","animal6643","animal5350","animal5421","female","Angler",2017
"6644","animal6644","animal5350","animal4824","female","Angler",2017
"6645","animal6645","animal5350","animal5450","male","Angler",2017
"6646","animal6646","animal5350","animal4088","female","Angler",2017
"6647","animal6647","animal5350","animal3808","male","Angler",2017
"6648","animal6648","animal5350","animal3971","male","Angler",2017
"6649","animal6649","animal5350","animal1349","male","Angler",2017
"6650","animal6650","animal5350","animal4805","female","Angler",2017
"6651","animal6651","animal5350","animal5487","female","Angler",2017
"6652","animal6652","animal5350","animal3998","female","Angler",2017
"6653","animal6653","animal5350","animal4894","female","Angler",2017
"6654","animal6654","animal5350","animal5449","male","Angler",2017
"6655","animal6655","animal5350","animal4778","male","Angler",2017
"6656","animal6656","animal5350","animal4335","male","Angler",2017
"6657","animal6657","animal5350","animal3603","male","Angler",2017
"6658","animal6658","animal5350","animal3973","male","Angler",2017
"6659","animal6659","animal5350","animal4377","male","Angler",2017
"6660","animal6660","animal5350","animal4786","female","Angler",2017
"6661","animal6661","animal5350","animal3370","male","Angler",2017
"6662","animal6662","animal5350","animal1373","male","Angler",2017
"6663","animal6663","animal5350","animal4374","male","Angler",2017
"6664","animal6664","animal5350","animal5473","male","Angler",2017
"6665","animal6665","animal5350","animal5368","female","Angler",2017
"6666","animal6666","animal3597","animal5364","female","Angler",2017
"6667","animal6667","animal3597","animal5362","female","Angler",2017
"6668","animal6668","animal3597","animal5430","female","Angler",2017
"6669","animal6669","animal3597","animal5430","female","Angler",2017
"6670","animal6670","animal3597","animal5423","male","Angler",2017
"6671","animal6671","animal3597","animal5481","female","Angler",2017
"6672","animal6672","animal3597","animal5421","male","Angler",2017
"6673","animal6673","animal4783","animal5485","female","Angler",2017
"6674","animal6674","animal4783","animal5477","male","Angler",2017
"6675","animal6675","animal4783","animal5433","male","Angler",2017
"6676","animal6676","animal4783","animal5422","female","Angler",2017
"6677","animal6677","animal4783","animal5370","male","Angler",2017
"6678","animal6678","animal4783","animal5359","female","Angler",2017
"6679","animal6679","animal4783","animal5464","male","Angler",2017
"6680","animal6680","animal4783","animal5435","female","Angler",2017
"6681","animal6681","animal4783","animal5477","male","Angler",2017
"6682","animal6682","animal4783","animal5425","female","Angler",2017
"6683","animal6683","animal4783","animal5474","female","Angler",2017
"6684","animal6684","animal4291","animal5368","female","Angler",2017
"6685","animal6685","animal4291","animal5478","male","Angler",2017
"6686","animal6686","animal4291","animal5459","male","Angler",2017
"6687","animal6687","animal4291","animal5451","female","Angler",2017
"6688","animal6688","animal4291","animal5479","male","Angler",2017
"6689","animal6689","animal5365","animal3497","female","Angler",2017
"6690","animal6690","animal5365","animal4321","female","Angler",2017
"6691","animal6691","animal5365","animal5374","female","Angler",2017
"6692","animal6692","animal5365","animal4362","male","Angler",2017
"6693","animal6693","animal5365","animal4944","female","Angler",2017
"6694","animal6694","animal5365","animal3802","male","Angler",2017
"6695","animal6695","animal5365","animal4040","female","Angler",2017
"6696","animal6696","animal5365","animal3800","male","Angler",2017
"6697","animal6697","animal5365","animal3624","female","Angler",2017
"6698","animal6698","animal5365","animal5425","male","Angler",2017
"6699","animal6699","animal5365","animal1368","male","Angler",2017
"6700","animal6700","animal5365","animal4072","male","Angler",2017
"6701","animal6701","animal5365","animal5355","female","Angler",2017
"6702","animal6702","animal5365","animal1349","male","Angler",2017
"6703","animal6703","animal5365","animal4273","female","Angler",2017
"6704","animal6704","animal5365","animal4907","male","Angler",2017
"6705","animal6705","animal5365","animal1348","female","Angler",2017
"6706","animal6706","animal5365","animal3823","male","Angler",2017
"6707","animal6707","animal5365","animal4903","female","Angler",2017
"6708","animal6708","animal5365","animal4874","male","Angler",2017
"6709","animal6709","animal5365","animal3370","female","Angler",2017
"6710","animal6710","animal5365","animal4843","male","Angler",2017
"6711","animal6711","animal5365","animal4826","female","Angler",2017
"6712","animal6712","animal5365","animal4362","male","Angler",2017
"6713","animal6713","animal5365","animal4277","male","Angler",2017
"6714","animal6714","animal5365","animal4841","male","Angler",2017
"6715","animal6715","animal5365","animal4287","female","Angler",2017
"6716","animal6716","animal5365","animal1318","male","Angler",2017
"6717","animal6717","animal5365","animal3762","male","Angler",2017
"6718","animal6718","animal5365","animal4853","male","Angler",2017
"6719","animal6719","animal5378","animal4075","male","Angler",2017
"6720","animal6720","animal5378","animal4945","female","Angler",2017
"6721","animal6721","animal5378","animal1319","female","Angler",2017
