Indiv Sire Dam Born Sex Breed EBV
animal8695 animal6183 animal4889 2019 male Angler 84.69
animal8696 animal6183 animal4852 2019 male Angler 97.03
animal8697 animal6183 animal4070 2019 female Angler 104.5
animal12969 animal11703 animal4920 2019 female Angler 95.9
animal12970 animal11703 animal5477 2019 female Angler 81.65
animal12971 animal11703 animal4024 2019 male Angler 108.76
animal12972 animal11703 animal4391 2019 female Angler 105.15
animal12973 animal11703 animal6168 2019 female Angler 100.3
animal12974 animal11703 animal1325 2019 female Angler 98.01
animal12975 animal11703 animal5480 2020 female Angler 77.57
animal12976 animal11703 animal3977 2020 male Angler 90.88
animal12977 animal11703 animal4281 2020 female Angler 102.98
animal12978 animal11703 animal3764 2020 female Angler 100.68
animal12979 animal11703 animal4023 2020 female Angler 87.49
animal12980 animal11703 animal1318 2020 male Angler 97.32
animal12981 animal11703 animal6174 2020 female Angler 100.67
animal12982 animal11703 animal4395 2020 male Angler 112.07
animal12983 animal11703 animal1356 2020 female Angler 97.46
animal12984 animal11703 animal1327 2020 female Angler 90.69
animal12985 animal11703 animal4061 2020 female Angler 107.2
animal12986 animal11703 animal8204 2020 male Angler 104.5
animal12987 animal11703 animal4895 2020 female Angler 111.96
animal12988 animal11703 animal4304 2020 male Angler 97.84
animal12989 animal11703 animal3799 2020 male Angler 98.16
animal12990 animal11703 animal4949 2020 female Angler 97.32
animal12991 animal11703 animal1371 2020 female Angler 97.62
animal12992 animal11703 animal3792 2020 female Angler 86.1
animal12993 animal11703 animal6214 2020 male Angler 117
animal12994 animal11703 animal3989 2020 male Angler 87.66
animal12995 animal11703 animal4396 2020 male Angler 101.71
animal12996 animal11703 animal8170 2020 male Angler 92.68
animal12997 animal11703 animal6187 2020 female Angler 92.48
animal12998 animal11703 animal4944 2020 female Angler 97.76
animal12999 animal11703 animal3988 2020 female Angler 105.48
animal13000 animal11703 animal4335 2020 male Angler 91.37
animal13001 animal11703 animal8213 2020 male Angler 96.91
animal13002 animal11703 animal3981 2020 female Angler 96.15
animal13003 animal11703 animal4324 2020 male Angler 99
animal13004 animal11703 animal8203 2020 female Angler 90.21
animal13005 animal11703 animal4762 2020 male Angler 97.67
animal13006 animal11703 animal5422 2020 male Angler 102.73
animal7410 animal5399 animal4092 2020 male Angler 100.96
animal7411 animal5399 animal4326 2020 female Angler 91.42
animal8698 animal5399 animal6229 2020 female Angler 97.37
animal7412 animal5399 animal1326 2020 female Angler 87.69
animal7413 animal5399 animal4009 2020 female Angler 96.02
animal7414 animal5399 animal3757 2020 female Angler 110.01
animal7415 animal5399 animal1357 2020 female Angler 101.78
animal7416 animal5399 animal5442 2020 female Angler 106.59
animal8699 animal5399 animal6242 2020 female Angler 79
animal7417 animal5399 animal4019 2020 female Angler 90.25
animal7418 animal5399 animal4024 2020 female Angler 103.32
animal7419 animal5399 animal5430 2020 female Angler 102.03
animal7420 animal5399 animal5446 2020 female Angler 87.58
animal7421 animal5399 animal4788 2020 female Angler 98.13
animal7422 animal5399 animal4786 2020 female Angler 99.41
animal7423 animal5399 animal4022 2020 female Angler 84.12
animal10715 animal5399 animal8212 2020 male Angler 94.88
animal7424 animal5399 animal4341 2020 female Angler 88.17
animal7425 animal5399 animal4064 2020 female Angler 92.88
animal7426 animal5399 animal4296 2020 male Angler 84.26
animal7427 animal5399 animal3620 2020 male Angler 79.81
animal7428 animal5399 animal5391 2020 female Angler 98.54
animal7429 animal5399 animal4870 2020 female Angler 101.23
animal7430 animal5399 animal3973 2020 female Angler 89.95
animal7431 animal5399 animal4354 2020 male Angler 88.98
animal7432 animal5399 animal3749 2020 female Angler 84.2
animal7433 animal5399 animal1335 2020 female Angler 103.29
animal7434 animal5399 animal4305 2020 female Angler 86.69
animal7435 animal5399 animal4905 2020 female Angler 107.04
animal8700 animal5399 animal6240 2020 male Angler 99.94
animal7436 animal5399 animal4299 2020 female Angler 93.64
animal13007 animal5399 animal11708 2020 male Angler 98.89
animal7437 animal5399 animal5382 2020 female Angler 100.1
animal7438 animal5399 animal3992 2020 female Angler 92.59
animal8701 animal5399 animal6174 2020 female Angler 92.49
animal7439 animal5399 animal4030 2020 female Angler 92.72
animal7440 animal5399 animal4813 2020 female Angler 98.75
animal7441 animal5399 animal4835 2020 female Angler 101.04
animal7442 animal5399 animal5481 2020 male Angler 111.83
animal10716 animal8191 animal5394 2020 male Angler 91.39
animal10717 animal8191 animal6241 2020 male Angler 88.38
animal10718 animal8191 animal4026 2020 male Angler 72.3
animal10719 animal8191 animal8196 2020 female Angler 91.66
animal10720 animal8191 animal4816 2020 male Angler 80.31
animal10721 animal8191 animal3781 2020 female Angler 87.41
animal10722 animal8191 animal3979 2020 female Angler 71.39
animal10723 animal8191 animal4362 2020 female Angler 98.34
animal10724 animal8191 animal1338 2020 female Angler 86.31
animal10725 animal8191 animal6226 2020 female Angler 94.98
animal10726 animal8191 animal3638 2020 male Angler 88.71
animal10727 animal8191 animal3779 2020 female Angler 73.5
animal10728 animal8191 animal5446 2020 female Angler 76.68
animal10729 animal8191 animal4772 2020 male Angler 84.14
animal10730 animal8191 animal5476 2020 male Angler 85.97
animal10731 animal8191 animal4034 2020 female Angler 87.43
animal10732 animal8191 animal4936 2020 male Angler 69.65
animal10733 animal8191 animal3968 2020 female Angler 83.37
animal10734 animal8191 animal5364 2020 male Angler 78.23
animal10735 animal8191 animal4814 2020 female Angler 95.85
animal10736 animal8191 animal5442 2020 male Angler 93.21
animal10737 animal8191 animal5477 2020 female Angler 77.95
animal10738 animal8191 animal3496 2020 female Angler 91.94
animal10739 animal8191 animal4020 2020 female Angler 85.78
animal10740 animal8191 animal5436 2020 male Angler 94.97
animal10741 animal8191 animal4081 2020 male Angler 110.61
animal10742 animal8191 animal5430 2020 male Angler 116.7
animal10743 animal8191 animal4280 2020 male Angler 78.13
animal10744 animal8191 animal8192 2020 female Angler 95.34
animal10745 animal8191 animal8169 2020 female Angler 102.42
animal10746 animal8191 animal4774 2020 male Angler 91.45
animal11723 animal8191 animal10293 2020 male Angler 85.84
animal10747 animal8191 animal4925 2020 female Angler 97.84
animal10748 animal8191 animal8210 2020 female Angler 82.84
animal10749 animal8191 animal4392 2020 male Angler 90.6
animal10750 animal8191 animal4391 2020 female Angler 90.98
animal10751 animal8191 animal3771 2020 female Angler 91.14
animal10752 animal8191 animal3604 2020 male Angler 88.43
animal10753 animal8191 animal5395 2020 female Angler 94.06
animal8702 animal5406 animal6215 2020 female Angler 72.19
animal7443 animal5406 animal5377 2020 male Angler 81.69
animal7444 animal5406 animal3798 2020 female Angler 82.62
animal8703 animal5406 animal6228 2020 male Angler 74.3
animal7445 animal5406 animal4277 2020 female Angler 94.5
animal8704 animal5406 animal6163 2020 female Angler 85.92
animal8705 animal5406 animal6173 2020 female Angler 92.99
animal7446 animal5406 animal4315 2020 female Angler 91.83
animal7447 animal5406 animal3592 2020 female Angler 83
animal10754 animal5406 animal8196 2020 male Angler 99.46
animal7448 animal5406 animal4275 2020 female Angler 90.85
animal7449 animal5406 animal4874 2020 female Angler 98.64
animal7450 animal5406 animal4097 2020 male Angler 84.12
animal7451 animal5406 animal5464 2020 female Angler 85
animal7452 animal5406 animal3977 2020 male Angler 92.51
animal7453 animal5406 animal5394 2020 male Angler 95.12
animal10755 animal5406 animal8205 2020 female Angler 83.88
animal7454 animal5406 animal4865 2020 female Angler 93.82
animal7455 animal5406 animal4803 2020 male Angler 96.69
animal8706 animal5406 animal6161 2020 female Angler 95.94
animal7456 animal5406 animal4019 2020 female Angler 94.54
animal7457 animal5406 animal4364 2020 female Angler 104.07
animal10756 animal5406 animal8171 2020 male Angler 81.63
animal7458 animal5406 animal4036 2020 female Angler 106.51
animal7459 animal5406 animal3625 2020 female Angler 95.4
animal7460 animal5406 animal3818 2020 male Angler 91.46
animal7461 animal5406 animal5377 2020 male Angler 83.65
animal7462 animal5406 animal3788 2020 male Angler 89.87
animal7463 animal5406 animal4295 2020 male Angler 88.06
animal7464 animal5406 animal4905 2020 male Angler 93.13
animal7465 animal5406 animal4957 2020 female Angler 106.04
animal8707 animal5406 animal6161 2020 male Angler 103.17
animal7466 animal5406 animal4392 2020 male Angler 94.05
animal7467 animal5406 animal5357 2020 female Angler 80.44
animal7468 animal5406 animal4797 2020 female Angler 99.87
animal7469 animal5406 animal4914 2020 male Angler 97.96
animal7470 animal5406 animal3599 2020 female Angler 92.6
animal7471 animal5406 animal4953 2020 male Angler 88.36
animal7472 animal5406 animal4837 2020 female Angler 88.57
animal5927 animal4866 animal4078 2020 female Angler 95.98
animal5928 animal4866 animal4944 2020 male Angler 94.44
animal5929 animal4866 animal4784 2020 male Angler 95.34
animal8708 animal4866 animal6179 2020 female Angler 92.91
animal5930 animal4866 animal4079 2020 male Angler 95.5
animal5931 animal4866 animal4038 2020 male Angler 109
animal5932 animal4866 animal4852 2020 female Angler 86.63
animal5933 animal4866 animal4804 2020 female Angler 78.08
animal7473 animal4866 animal5464 2020 female Angler 98.38
animal10757 animal4866 animal8179 2020 female Angler 105.58
animal7474 animal4866 animal5407 2020 male Angler 91.46
animal8709 animal4866 animal6201 2020 male Angler 80.96
animal5934 animal4866 animal1357 2020 male Angler 113.13
animal5935 animal4866 animal3618 2020 female Angler 86.39
animal8710 animal4866 animal6193 2020 female Angler 97.32
animal8711 animal4866 animal6249 2020 male Angler 82.51
animal8712 animal4866 animal6173 2020 female Angler 93.69
animal7475 animal4866 animal5482 2020 male Angler 94.61
animal5936 animal4866 animal4306 2020 female Angler 107.1
animal5937 animal4866 animal3823 2020 male Angler 92.51
animal7476 animal4866 animal5388 2020 male Angler 103.86
animal7477 animal4866 animal5349 2020 male Angler 110.52
animal5938 animal4866 animal4861 2020 female Angler 101.85
animal5939 animal4866 animal3762 2020 male Angler 81.45
animal7478 animal4866 animal5425 2020 male Angler 95.72
animal5940 animal4866 animal3969 2020 female Angler 88
animal5941 animal4866 animal4366 2020 male Angler 86.49
animal5942 animal4866 animal4827 2020 female Angler 95.69
animal5943 animal4866 animal4873 2020 male Angler 90.72
animal5944 animal4866 animal4889 2020 female Angler 80.07
animal5945 animal4866 animal4007 2020 female Angler 86.5
animal7479 animal4866 animal5423 2020 male Angler 100.09
animal7480 animal4866 animal5424 2020 male Angler 94.66
animal7481 animal4866 animal5486 2020 female Angler 97.7
animal5946 animal4866 animal3803 2020 male Angler 93.06
animal5947 animal4866 animal1359 2020 male Angler 91.47
animal5948 animal4866 animal3789 2020 male Angler 95.02
animal5949 animal4866 animal4802 2020 female Angler 85.22
animal5950 animal4866 animal4309 2020 male Angler 101.7
animal7482 animal5418 animal4330 2020 female Angler 87.25
animal7483 animal5418 animal5421 2020 male Angler 87.49
animal7484 animal5418 animal1366 2020 female Angler 65.75
animal7485 animal5418 animal4781 2020 female Angler 88
animal7486 animal5418 animal3756 2020 male Angler 92.24
animal7487 animal5418 animal4810 2020 male Angler 90.66
animal7488 animal5418 animal4804 2020 male Angler 84.17
animal7489 animal5418 animal5392 2020 female Angler 86.09
animal7490 animal5418 animal5388 2020 male Angler 91.85
animal7491 animal5418 animal4374 2020 female Angler 86.46
animal7492 animal5418 animal4828 2020 male Angler 78.45
animal7493 animal5418 animal3624 2020 male Angler 82.9
animal8713 animal5418 animal6178 2020 male Angler 106.6
animal7494 animal5418 animal3807 2020 male Angler 95.56
animal7495 animal5418 animal4031 2020 female Angler 83.49
animal7496 animal5418 animal3496 2020 female Angler 93.47
animal7497 animal5418 animal4065 2020 male Angler 83.31
animal8714 animal5418 animal6201 2020 male Angler 84.3
animal7498 animal5418 animal4394 2020 male Angler 87.91
animal7499 animal5418 animal3996 2020 male Angler 94.25
animal7500 animal5418 animal4934 2020 female Angler 83.75
animal7501 animal5418 animal4938 2020 female Angler 86.22
animal7502 animal5418 animal4084 2020 male Angler 81.27
animal7503 animal5418 animal4084 2020 male Angler 93.76
animal7504 animal5418 animal3824 2020 female Angler 74.38
animal7505 animal5418 animal4014 2020 female Angler 88.24
animal7506 animal5418 animal4297 2020 female Angler 89.06
animal7507 animal5418 animal5355 2020 female Angler 86.49
animal7508 animal5418 animal4326 2020 male Angler 77.56
animal7509 animal5418 animal4788 2020 female Angler 93.47
animal7510 animal5418 animal5479 2020 female Angler 80.3
animal7511 animal5418 animal4765 2020 male Angler 93.44
animal7512 animal5418 animal5445 2020 female Angler 80.74
animal7513 animal5418 animal5405 2020 female Angler 87.47
animal8715 animal5418 animal6170 2020 male Angler 103.47
animal7514 animal5418 animal4900 2020 male Angler 98.68
animal7515 animal5418 animal3961 2020 male Angler 86.34
animal7516 animal5418 animal5440 2020 female Angler 96.47
animal7517 animal5418 animal5440 2020 female Angler 85.72
animal13008 animal11706 animal4042 2020 male Angler 91.82
animal13009 animal11706 animal3998 2020 female Angler 93.95
animal13010 animal11706 animal4067 2020 male Angler 104.34
animal13011 animal11706 animal4280 2020 female Angler 90.19
animal13012 animal11706 animal6229 2020 male Angler 111.5
animal13013 animal11706 animal4273 2020 female Angler 103.34
animal13014 animal11706 animal6192 2020 male Angler 84.46
animal13015 animal11706 animal5423 2020 male Angler 85.84
animal13016 animal11706 animal3819 2020 male Angler 86.58
animal13017 animal11706 animal5337 2020 female Angler 97.32
animal13018 animal11706 animal6187 2020 female Angler 90.65
animal13019 animal11706 animal5454 2020 female Angler 79.37
animal13020 animal11706 animal5364 2020 female Angler 92.69
animal13021 animal11706 animal6225 2020 male Angler 119.13
animal13022 animal11706 animal3616 2020 female Angler 82.31
animal13023 animal11706 animal4954 2020 female Angler 103.07
animal13024 animal11706 animal4945 2020 male Angler 67.21
animal13025 animal11706 animal3779 2020 female Angler 100.07
animal13026 animal11706 animal5343 2020 female Angler 97.49
animal13027 animal11706 animal3603 2020 male Angler 82.87
animal13028 animal11706 animal4954 2020 male Angler 89.21
animal13029 animal11706 animal4342 2020 male Angler 82.26
animal13030 animal11706 animal4027 2020 female Angler 94.01
animal13031 animal11706 animal3819 2020 male Angler 86.87
animal13032 animal11706 animal3606 2020 female Angler 91.73
animal13033 animal11706 animal3491 2020 female Angler 103.5
animal13034 animal11706 animal4945 2020 male Angler 92.25
animal13035 animal11706 animal4885 2020 male Angler 83.81
animal13036 animal11706 animal5370 2020 female Angler 95.48
animal13037 animal11706 animal11704 2020 male Angler 99.34
animal13038 animal11706 animal4351 2020 female Angler 89.96
animal13039 animal11706 animal1339 2020 male Angler 95.85
animal13040 animal11706 animal6163 2020 male Angler 81.4
animal13041 animal11706 animal4333 2020 male Angler 83.74
animal13042 animal11706 animal4937 2020 female Angler 99.88
animal13043 animal11706 animal6241 2020 female Angler 94.68
animal13044 animal11706 animal6234 2020 female Angler 81.51
animal13045 animal11706 animal5422 2020 female Angler 99.69
animal13046 animal11706 animal6188 2020 female Angler 83.75
animal10758 animal1353 animal8210 2020 female Angler 92.53
animal5951 animal1353 animal4807 2020 female Angler 77.47
animal5952 animal1353 animal4957 2020 male Angler 108.52
animal5191 animal1353 animal4311 2020 male Angler 96.01
animal4180 animal1353 animal3792 2020 male Angler 75.58
animal5953 animal1353 animal4960 2020 female Angler 80.21
animal7518 animal1353 animal5339 2020 male Angler 75.36
animal1695 animal1353 animal1318 2020 male Angler 87.36
animal8716 animal1353 animal6180 2020 male Angler 81.09
animal7519 animal1353 animal5401 2020 female Angler 92.35
animal5954 animal1353 animal4925 2020 female Angler 98.04
animal4613 animal1353 animal4082 2020 female Angler 93.56
animal5955 animal1353 animal4907 2020 female Angler 82.71
animal5956 animal1353 animal4961 2020 male Angler 95.12
animal5192 animal1353 animal4295 2020 male Angler 80.85
animal3874 animal1353 animal3610 2020 male Angler 103.83
animal5957 animal1353 animal4840 2020 female Angler 97.76
animal5958 animal1353 animal4857 2020 female Angler 101.12
animal10759 animal1353 animal8188 2020 female Angler 86.4
animal5193 animal1353 animal4361 2020 female Angler 92.83
animal7520 animal1353 animal5459 2020 male Angler 94.14
animal5194 animal1353 animal4337 2020 female Angler 87.43
animal7521 animal1353 animal5382 2020 female Angler 91.23
animal5959 animal1353 animal4940 2020 male Angler 90.5
animal5960 animal1353 animal4887 2020 female Angler 78.41
animal1696 animal1353 animal1349 2020 male Angler 93.78
animal3875 animal1353 animal3607 2020 male Angler 97.16
animal5195 animal1353 animal4384 2020 male Angler 100.78
animal7522 animal1353 animal5368 2020 male Angler 101.74
animal5961 animal1353 animal4833 2020 female Angler 80.16
animal1697 animal1353 animal1360 2020 male Angler 89.01
animal5962 animal1353 animal4940 2020 female Angler 87.67
animal4614 animal1353 animal3994 2020 male Angler 102.57
animal8717 animal1353 animal6225 2020 male Angler 100.9
animal5963 animal1353 animal4833 2020 male Angler 90.68
animal7523 animal1353 animal5392 2020 male Angler 89.64
animal5964 animal1353 animal4931 2020 male Angler 88.05
animal4615 animal1353 animal4004 2020 male Angler 87.87
animal7524 animal1353 animal5400 2020 male Angler 81.98
animal7525 animal5458 animal3991 2020 female Angler 98.94
animal7526 animal5458 animal4813 2020 female Angler 87.09
animal7527 animal5458 animal4758 2020 male Angler 87.6
animal7528 animal5458 animal4807 2020 female Angler 84.02
animal7529 animal5458 animal5424 2020 female Angler 83.41
animal7530 animal5458 animal4348 2020 male Angler 76.8
animal7531 animal5458 animal5473 2020 male Angler 103.36
animal7532 animal5458 animal3971 2020 female Angler 96.54
animal7533 animal5458 animal4781 2020 female Angler 71.4
animal7534 animal5458 animal4377 2020 female Angler 92.15
animal7535 animal5458 animal3757 2020 male Angler 83.3
animal8718 animal5458 animal6165 2020 female Angler 85.03
animal7536 animal5458 animal4749 2020 female Angler 106.16
animal7537 animal5458 animal4067 2020 male Angler 81.53
animal7538 animal5458 animal4020 2020 male Angler 74.92
animal7539 animal5458 animal4301 2020 male Angler 83.98
animal7540 animal5458 animal4086 2020 female Angler 84.76
animal7541 animal5458 animal3372 2020 male Angler 91.5
animal7542 animal5458 animal3963 2020 male Angler 91.72
animal7543 animal5458 animal4895 2020 male Angler 77.6
animal10760 animal5458 animal8199 2020 female Angler 86.99
animal8719 animal5458 animal6244 2020 male Angler 102.82
animal7544 animal5458 animal5343 2020 female Angler 93.98
animal7545 animal5458 animal4800 2020 female Angler 84.13
animal7546 animal5458 animal5485 2020 male Angler 90.73
animal7547 animal5458 animal4343 2020 female Angler 93.4
animal7548 animal5458 animal3980 2020 male Angler 77.96
animal7549 animal5458 animal4300 2020 male Angler 78.44
animal10761 animal5458 animal8183 2020 male Angler 78.51
animal7550 animal5458 animal4284 2020 male Angler 89.93
animal7551 animal5458 animal4778 2020 male Angler 100.07
animal7552 animal5458 animal3753 2020 female Angler 81.53
animal7553 animal5458 animal1368 2020 female Angler 96.77
animal13047 animal5458 animal11704 2020 male Angler 93.74
animal8720 animal5458 animal6224 2020 female Angler 91.92
animal7554 animal5458 animal4101 2020 male Angler 93.29
animal7555 animal5458 animal4939 2020 male Angler 90.62
animal7556 animal5458 animal1371 2020 female Angler 73.14
animal7557 animal5458 animal4847 2020 female Angler 81.27
animal4616 animal4089 animal3607 2020 female Angler 100.09
animal4617 animal4089 animal1335 2020 female Angler 82.16
animal5965 animal4089 animal4798 2020 male Angler 82.47
animal4618 animal4089 animal3808 2020 female Angler 101.43
animal5966 animal4089 animal4799 2020 female Angler 99.39
animal4619 animal4089 animal4100 2020 male Angler 86.69
animal4620 animal4089 animal3618 2020 male Angler 90.5
animal4621 animal4089 animal4018 2020 female Angler 92.37
animal5196 animal4089 animal4360 2020 male Angler 100.65
animal10762 animal4089 animal8193 2020 male Angler 87.81
animal8721 animal4089 animal6179 2020 female Angler 82.62
animal8722 animal4089 animal6224 2020 male Angler 93.82
animal8723 animal4089 animal6245 2020 female Angler 102.45
animal5967 animal4089 animal4815 2020 male Angler 92.79
animal4622 animal4089 animal4042 2020 male Angler 94.36
animal5197 animal4089 animal4355 2020 male Angler 93.3
animal5198 animal4089 animal4337 2020 female Angler 87.16
animal4623 animal4089 animal4004 2020 female Angler 97.07
animal4624 animal4089 animal3965 2020 female Angler 107.25
animal4625 animal4089 animal3771 2020 female Angler 77.32
animal4626 animal4089 animal1350 2020 female Angler 90.99
animal10763 animal4089 animal8212 2020 male Angler 89.43
animal7558 animal4089 animal5448 2020 male Angler 95.03
animal8724 animal4089 animal6240 2020 male Angler 81.56
animal4627 animal4089 animal4090 2020 female Angler 92.85
animal4628 animal4089 animal4081 2020 male Angler 96.48
animal4629 animal4089 animal4038 2020 female Angler 101.72
animal4630 animal4089 animal1355 2020 male Angler 99.25
animal4631 animal4089 animal1373 2020 male Angler 89.26
animal4632 animal4089 animal3625 2020 male Angler 82.41
animal4633 animal4089 animal4088 2020 female Angler 87.35
animal4634 animal4089 animal4037 2020 female Angler 71.77
animal4635 animal4089 animal1319 2020 female Angler 110.41
animal7559 animal4089 animal5475 2020 female Angler 101.29
animal7560 animal4089 animal5354 2020 female Angler 94.35
animal4636 animal4089 animal4030 2020 male Angler 88.82
animal4637 animal4089 animal3632 2020 female Angler 83.83
animal8725 animal4089 animal6217 2020 male Angler 88.32
animal7561 animal4089 animal5431 2020 female Angler 88.93
animal5968 animal3814 animal4779 2020 male Angler 83.15
animal4638 animal3814 animal4058 2020 male Angler 96.75
animal4181 animal3814 animal1351 2020 male Angler 95.7
animal7562 animal3814 animal5454 2020 male Angler 73.53
animal4182 animal3814 animal3798 2020 male Angler 78.93
animal5199 animal3814 animal4314 2020 male Angler 67.67
animal4183 animal3814 animal3800 2020 male Angler 93.48
animal5200 animal3814 animal4306 2020 female Angler 87.98
animal4184 animal3814 animal3796 2020 male Angler 88.48
animal5201 animal3814 animal4275 2020 male Angler 95.38
animal8726 animal3814 animal6197 2020 female Angler 94.66
animal4185 animal3814 animal3808 2020 male Angler 107.46
animal5202 animal3814 animal4277 2020 male Angler 91.88
animal4639 animal3814 animal4009 2020 male Angler 94.96
animal5969 animal3814 animal4830 2020 male Angler 89.31
animal7563 animal3814 animal5481 2020 male Angler 84.98
animal10764 animal3814 animal8181 2020 female Angler 96.67
animal5970 animal3814 animal4885 2020 female Angler 88.36
animal5971 animal3814 animal4798 2020 male Angler 71.87
animal4186 animal3814 animal1359 2020 male Angler 96.15
animal4640 animal3814 animal4090 2020 female Angler 92.26
animal5203 animal3814 animal4371 2020 male Angler 81.78
animal5972 animal3814 animal4775 2020 female Angler 75.37
animal4641 animal3814 animal4007 2020 male Angler 80.46
animal11724 animal3814 animal10293 2020 female Angler 92.03
animal7564 animal3814 animal5450 2020 female Angler 99.4
animal5204 animal3814 animal4387 2020 female Angler 88.9
animal8727 animal3814 animal6200 2020 male Angler 101.4
animal4642 animal3814 animal4102 2020 female Angler 74.4
animal4643 animal3814 animal3969 2020 male Angler 89.73
animal10765 animal3814 animal8181 2020 male Angler 99.72
animal5205 animal3814 animal4340 2020 male Angler 86.3
animal8728 animal3814 animal6169 2020 female Angler 90.89
animal4187 animal3814 animal3822 2020 female Angler 93.61
animal10766 animal3814 animal8174 2020 female Angler 88.4
animal4188 animal3814 animal3750 2020 male Angler 95.4
animal5206 animal3814 animal4345 2020 female Angler 95.61
animal4189 animal3814 animal3372 2020 female Angler 87.75
animal4190 animal3814 animal3760 2020 female Angler 84.96
animal7565 animal3636 animal5402 2020 female Angler 80.23
animal7566 animal3636 animal5452 2020 male Angler 74.7
animal3876 animal3636 animal3628 2020 male Angler 80.7
animal5973 animal3636 animal4844 2020 female Angler 88.79
animal3877 animal3636 animal1351 2020 female Angler 88.45
animal7567 animal3636 animal5475 2020 female Angler 100.53
animal5974 animal3636 animal4836 2020 female Angler 84.52
animal5975 animal3636 animal4865 2020 female Angler 89.46
animal3878 animal3636 animal1327 2020 male Angler 76.51
animal5207 animal3636 animal4385 2020 female Angler 85.27
animal7568 animal3636 animal5489 2020 female Angler 98.5
animal5976 animal3636 animal4773 2020 male Angler 65.6
animal7569 animal3636 animal5367 2020 male Angler 92.53
animal8729 animal3636 animal6191 2020 male Angler 88.19
animal5977 animal3636 animal4875 2020 female Angler 78.06
animal5208 animal3636 animal4357 2020 female Angler 94.97
animal4191 animal3636 animal3753 2020 male Angler 76.14
animal7570 animal3636 animal5471 2020 female Angler 96.04
animal4192 animal3636 animal3796 2020 female Angler 93.58
animal8730 animal3636 animal6232 2020 male Angler 80.27
animal7571 animal3636 animal5371 2020 male Angler 114.2
animal7572 animal3636 animal5450 2020 male Angler 105.5
animal4193 animal3636 animal3802 2020 female Angler 85.28
animal4194 animal3636 animal3761 2020 female Angler 93.17
animal8731 animal3636 animal6220 2020 male Angler 76.18
animal5209 animal3636 animal4366 2020 female Angler 66.4
animal4644 animal3636 animal3975 2020 male Angler 90.9
animal7573 animal3636 animal5439 2020 female Angler 94.85
animal10767 animal3636 animal8192 2020 male Angler 95.19
animal5210 animal3636 animal4386 2020 male Angler 99.64
animal5978 animal3636 animal4926 2020 male Angler 77.21
animal7574 animal3636 animal5451 2020 male Angler 91.34
animal5979 animal3636 animal4903 2020 female Angler 81.34
animal5211 animal3636 animal4396 2020 male Angler 96.05
animal8732 animal3636 animal6192 2020 female Angler 77.57
animal5980 animal3636 animal4758 2020 male Angler 88.51
animal5212 animal3636 animal4304 2020 female Angler 88.94
animal5981 animal3636 animal4784 2020 male Angler 94.43
animal5982 animal3636 animal4810 2020 male Angler 90.09
animal8733 animal6252 animal1346 2020 male Angler 94.49
animal8734 animal6252 animal5471 2020 male Angler 97.31
animal8735 animal6252 animal4931 2020 male Angler 86.87
animal8736 animal6252 animal4824 2020 female Angler 79.33
animal10768 animal6252 animal8170 2020 female Angler 93.79
animal8737 animal6252 animal5337 2020 female Angler 100.31
animal8738 animal6252 animal3619 2020 female Angler 83.09
animal8739 animal6252 animal3764 2020 female Angler 93.81
animal8740 animal6252 animal4085 2020 female Angler 85.62
animal8741 animal6252 animal4374 2020 female Angler 92.16
animal8742 animal6252 animal5435 2020 female Angler 81.85
animal8743 animal6252 animal4076 2020 female Angler 81.55
animal8744 animal6252 animal4962 2020 male Angler 89.55
animal8745 animal6252 animal6231 2020 female Angler 89.35
animal8746 animal6252 animal4023 2020 male Angler 71.21
animal8747 animal6252 animal3963 2020 male Angler 93.7
animal8748 animal6252 animal4399 2020 female Angler 88.26
animal8749 animal6252 animal3996 2020 male Angler 89.41
animal8750 animal6252 animal4309 2020 female Angler 91.72
animal8751 animal6252 animal3622 2020 female Angler 98.12
animal8752 animal6252 animal4962 2020 male Angler 101.88
animal8753 animal6252 animal4372 2020 female Angler 92.93
animal8754 animal6252 animal6228 2020 male Angler 90.35
animal8755 animal6252 animal4092 2020 female Angler 88.54
animal8756 animal6252 animal5379 2020 male Angler 84.55
animal8757 animal6252 animal3780 2020 male Angler 98.52
animal8758 animal6252 animal5487 2020 female Angler 95.65
animal8759 animal6252 animal4857 2020 male Angler 95.4
animal8760 animal6252 animal4389 2020 male Angler 90.49
animal8761 animal6252 animal4305 2020 male Angler 96.21
animal8762 animal6252 animal4929 2020 female Angler 82.85
animal8763 animal6252 animal5348 2020 male Angler 95.49
animal8764 animal6252 animal5359 2020 female Angler 84.65
animal8765 animal6252 animal4061 2020 female Angler 89.4
animal8766 animal6252 animal5357 2020 male Angler 89.35
animal8767 animal6252 animal5356 2020 female Angler 71.18
animal8768 animal6252 animal3980 2020 female Angler 85.37
animal8769 animal6252 animal4350 2020 female Angler 82.11
animal8770 animal6252 animal4018 2020 male Angler 90.08
animal7575 animal5340 animal1339 2020 female Angler 90.96
animal7576 animal5340 animal4805 2020 female Angler 88.66
animal7577 animal5340 animal3600 2020 male Angler 103.91
animal7578 animal5340 animal5479 2020 male Angler 82.3
animal7579 animal5340 animal4847 2020 female Angler 96.71
animal7580 animal5340 animal4335 2020 female Angler 80.94
animal7581 animal5340 animal1322 2020 female Angler 91.56
animal7582 animal5340 animal5383 2020 male Angler 84.05
animal7583 animal5340 animal4356 2020 male Angler 100.15
